jurisdiction,address,zip5,apn_fmt,con_sites,ex_gp_des,ex_zoning,min_dens,max_dens,acres,ex_use_vac,infra,public,site_stat,id_last2,li,mod,amod,capacity,opt1,opt2,abag_general_plan,abag_zoning,abag_allowable_density,abag_rhna_cycle,abag_rhna_years,sf_used_in_previous_he,abag_used_in_previous_he
San Francisco,90 07TH ST,94103.0,3702-029,,DOWNTOWN- GENERAL,C-3-G,0.0,243.0638289690554,0.1554927389396578,Vacant Lot Public Use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.948911694,0.948911694,1.897823388,,0.050214061,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,98 07TH ST,94103.0,3702-031,,DOWNTOWN- GENERAL,C-3-G,0.0,243.0638295172052,0.1561071632290684,OFFICE/RETAIL,Yes,,Available,Not Used in Prior Housing Element,0.0,0.952757211,0.952757211,1.905514422,,0.050219117,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,90 07TH ST,94103.0,3702-032,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709218528651,0.2529087101326112,Vacant Lot Public Use,Yes,,Available,Not Used in Prior Housing Element,0.0,1.8637237005,1.8637237005,3.727447401,,0.054572005,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,90 07TH ST,94103.0,3702-033,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709201449051,0.2526693185194026,Vacant Lot Public Use,Yes,,Available,Not Used in Prior Housing Element,0.0,1.861878473,1.861878473,3.723756946,,0.054569628,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,1127 MARKET ST,94103.0,3702-046,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709254293392,0.1891158016311016,Theatres,Yes,,Available,Not Used in Prior Housing Element,0.0,0.515259218,0.515259218,1.030518436,,0.020176699,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,1111 MARKET ST,94103.0,3702-048A,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709192496877,0.1411898845463769,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.6279700685,0.6279700685,1.255940137,,0.032937265,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,1025-1029 MARKET ST,94103.0,3703-088,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709252179032,0.2809611360612809,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.684402522,0.684402522,1.368805044,,0.01803921,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,942-946 MISSION ST,94103.0,3704-015,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709222777083,0.184099604420814,Hotel,Yes,,Available,Not Used in Prior Housing Element,0.0,0.436741358,0.436741358,0.873482716,,0.017568053,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,966 MISSION ST,94103.0,3704-019,,DOWNTOWN- GENERAL,C-3-G,0.0,270.0709239393084,0.05184738378996354,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.169632709,0.169632709,0.339265418,,0.024228968,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,969 MARKET ST,94103.0,3704-070,,DOWNTOWN- GENERAL,C-3-G,0.0,270.070917145406,0.1913020899556535,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.7817654515,0.7817654515,1.563530903,,0.030262788,C-3-G,,,RHNA4,2007-2014,0,1
San Francisco,308 JESSIE ST,94103.0,3705-034,,DOWNTOWN- RETAIL,C-3-R,0.0,270.070915892688,0.04304473932896487,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1448139925,0.1448139925,0.289627985,,0.024913952,C-3-R,,,RHNA4,2007-2014,0,1
San Francisco,721 MARKET ST,94103.0,3706-063,,DOWNTOWN- RETAIL,C-3-R,0.0,270.0709192557413,0.05715412419503008,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.3160218785,0.3160218785,0.632043757,,0.040946968,C-3-R,,,RHNA4,2007-2014,0,1
San Francisco,48-50 02ND ST,94105.0,3707-006,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709186277883,0.05452317711477605,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1823836475,0.1823836475,0.364767295,,0.024771763,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,82-88 02ND ST,94105.0,3707-011,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.070921232902,0.08034929948414611,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.561561847,0.0,0.0,0.561561847,,0.025878415,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,646-650 MISSION ST,94105.0,3707-018,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709166153565,0.07209440454969251,Office,Yes,,Available,Not Used in Prior Housing Element,0.487366086,0.0,0.0,0.487366086,,0.025030869,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,652-654 MISSION ST,94105.0,3707-019,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709157767163,0.08205524073878837,Office,Yes,,Available,Not Used in Prior Housing Element,0.554964392,0.0,0.0,0.554964392,,0.02504269,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,62 01ST ST,94105.0,3708-006,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709162508739,0.2641484648423393,Office and Apartments 15 units +,Yes,,Available,Not Used in Prior Housing Element,1.914120716,0.0,0.0,1.914120716,,0.026831405,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,512 MISSION ST,94105.0,3708-010,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709201862863,0.03195691047625453,Vacant Lot Comm and Ind,Yes,,Available,Not Used in Prior Housing Element,0.0,0.27463379,0.27463379,0.54926758,,0.063641639,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,536 MISSION ST,94105.0,3708-098,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709168708408,0.7623522553991054,Schools,Yes,,Available,Not Used in Prior Housing Element,6.869053082,0.0,0.0,6.869053082,,0.033362867,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,340-350 MISSION ST,94105.0,3710-017,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709232281076,0.4341134608309979,Office,Yes,,Available,Not Used in Prior Housing Element,3.575469006,0.0,0.0,3.575469006,,0.030496636,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,530 HOWARD ST,94105.0,3721-014,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709211559264,0.1193580030624729,Office,Yes,,Available,Not Used in Prior Housing Element,0.980795448,0.0,0.0,0.980795448,,0.030426295,C-3-O(SD),,,RHNA4,2007-2014,0,1
San Francisco,181 02ND ST,94105.0,3721-023,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709194410487,0.1136367389607226,Office,Yes,,Available,Not Used in Prior Housing Element,0.548969539,0.0,0.0,0.548969539,,0.017887583,C-3-O(SD),,,RHNA4,2007-2014,0,1
San Francisco,535 MISSION ST,94105.0,3721-122,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.070916889721,0.3762470441786839,Office,Yes,,Available,Not Used in Prior Housing Element,3.072843711,0.0,0.0,3.072843711,,0.030240541,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,934 HOWARD ST,94103.0,3725-014,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744640622445,0.08416025963295996,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.5081399635,0.5081399635,1.016279927,,0.042583285,MUR,,,RHNA4,2007-2014,0,1
San Francisco,960 HOWARD ST,94103.0,3725-019,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744663001927,0.2347968609524942,,Yes,,Pending Project,Not Used in Prior Housing Element,12.63125346666667,6.315626733333334,66.7259694,85.67284959999999,Pipeline,,MUR,,,RHNA4,2007-2014,0,1
San Francisco,964 HOWARD ST,94103.0,3725-020,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744649962541,0.05739209391748654,Residential Hotel & SRO,Yes,,Available,Not Used in Prior Housing Element,0.0,0.2078788155,0.2078788155,0.415757631,,0.02554589,MUR,,,RHNA4,2007-2014,0,1
San Francisco,444 NATOMA ST,94103.0,3725-049,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709207389212,0.09182793573236592,Office - Middle Class C,Yes,,Available,Not Used in Prior Housing Element,0.0,0.538963553,0.538963553,1.077927106,,0.043464706,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,1077-1081 MISSION ST,94103.0,3726-108,,MIXED USE-GENERAL,MUG,0.0,283.5744623742891,0.08897535216452568,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.32752208,0.32752208,0.65504416,,0.025961737,MUG,,,RHNA4,2007-2014,0,1
San Francisco,1023 MISSION ST,94103.0,3726-110,,MIXED USE-GENERAL,MUG,0.0,283.5744638008055,0.3740988438168646,Garages (Commercial),Yes,,Available,Not Used in Prior Housing Element,0.0,2.382778462,2.382778462,4.765556924,,0.044922113,MUG,,,RHNA4,2007-2014,0,1
San Francisco,160 07TH ST,94103.0,3727-005,,WSOMA MIXED USE-GENERAL,WMUG,0.0,162.0425505525883,0.08780569593670358,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.266027934,0.266027934,0.532055868,,0.037394306,RED,,,RHNA4,2007-2014,0,1
San Francisco,1112 HOWARD ST,94103.0,3727-009,,WSOMA MIXED USE-GENERAL,WMUG,0.0,130.6794785498065,0.05165327057296776,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1239119005,0.1239119005,0.247823801,,0.036714515,RED,,,RHNA4,2007-2014,0,1
San Francisco,1136 HOWARD ST,94103.0,3727-016,,WSOMA MIXED USE-GENERAL,WMUG,0.0,162.0425522681387,0.1033059735885634,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.312629777,0.312629777,0.625259554,,0.037351309,RED,,,RHNA4,2007-2014,0,1
San Francisco,1142 HOWARD ST,94103.0,3727-018,,WSOMA MIXED USE-GENERAL,WMUG,0.0,130.6794782203738,0.0516531040842803,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1161354325,0.1161354325,0.232270865,,0.034410495,RED,,,RHNA4,2007-2014,0,1
San Francisco,1150 HOWARD ST,94103.0,3727-021,,WSOMA MIXED USE-GENERAL,WMUG,0.0,130.6794786516657,0.05165310406403133,Commercial/Mixed use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.115300856,0.115300856,0.230601712,,0.034163213,RED,,,RHNA4,2007-2014,0,1
San Francisco,1154-1158 HOWARD ST,94103.0,3727-022,,WSOMA MIXED USE-GENERAL,WMUG,0.0,162.0425520292996,0.1033064426851814,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.350095907,0.350095907,0.700191814,,0.041827369,RED,,,RHNA4,2007-2014,0,1
San Francisco,1160 HOWARD ST,94103.0,3727-024,,WSOMA MIXED USE-GENERAL,WMUG,0.0,162.0425499732473,0.1033065643816957,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.347767145,0.347767145,0.69553429,,0.041549094,RED,,,RHNA4,2007-2014,0,1
San Francisco,143 08TH ST,94103.0,3727-063,,WSOMA MIXED USE-GENERAL,WMUG,0.0,130.6794774891806,0.06864135307318238,Office - Low Class C,Yes,,Available,Not Used in Prior Housing Element,0.0,0.142195858,0.142195858,0.284391716,,0.031704705,RED,,,RHNA4,2007-2014,0,1
San Francisco,616 MINNA ST,94103.0,3727-089,,MIXED USE-OFFICE,MUO,0.0,202.5531892598111,0.08609108931877947,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.389262713,0.389262713,0.778525426,,0.044645276,RED,,,RHNA4,2007-2014,0,1
San Francisco,1139 MISSION ST,94103.0,3727-097,,MIXED USE-OFFICE,MUO,0.0,202.5531906284358,0.09127973534265152,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.45934047,0.45934047,0.91868094,,0.049687969,RED,,,RHNA4,2007-2014,0,1
San Francisco,1145-1149 MISSION ST,94103.0,3727-168,,MIXED USE-OFFICE,MUO,0.0,202.5531906924511,0.1549040835650574,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.64709252,0.64709252,1.29418504,,0.041247195,RED,,,RHNA4,2007-2014,0,1
San Francisco,190 08TH ST,94103.0,3728-008,,WSOMA MIXED USE-GENERAL,WMUG,0.0,162.0425505621211,0.103306442677024,Mixed use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.3190632605,0.3190632605,0.638126521,,0.038119774,RED MIXED,,,RHNA4,2007-2014,0,1
San Francisco,722 NATOMA ST,94103.0,3728-036,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,0.0,114.3445424252627,0.04304504820710386,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.087563371,0.087563371,0.175126742,,0.035580646,RED MIXED,,,RHNA4,2007-2014,0,1
San Francisco,774 NATOMA ST,94103.0,3728-046,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,0.0,78.40768636831363,0.04304490933316969,Dwelling,Yes,,Pending Project,Not Used in Prior Housing Element,0.0,0.0,0.703703704,0.703703704,Pipeline,,RED MIXED,,,RHNA4,2007-2014,0,1
San Francisco,290 08TH ST,94103.0,3729-006,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,202.5531910730823,0.2860531748412031,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.815773702,0.815773702,1.631547404,,0.02815878,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,1226 FOLSOM ST,94103.0,3729-010,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,163.3493473218599,0.05165331795170396,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1521920895,0.1521920895,0.304384179,,0.036075009,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,1228 FOLSOM ST,94103.0,3729-011,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,130.6794772706494,0.1004366923111831,Industrial,Yes,,Pending Project,Not Used in Prior Housing Element,2.111111112,0.0,14.777777784,16.888888896,Pipeline,,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,1264 FOLSOM ST,94103.0,3729-017,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,202.5531875525953,0.1033064456377211,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.4028107775,0.4028107775,0.805621555,,0.038500341,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,1268-1274 FOLSOM ST,94103.0,3729-018,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,202.5531897164157,0.1033065106300031,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.455690637,0.455690637,0.911381274,,0.043554529,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,1286 FOLSOM ST,94103.0,3729-022,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,143.989413530599,0.05165306743036954,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.043315074,0.043315074,0.086630148,,0.011647759,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,776 CLEMENTINA ST,94103.0,3729-054,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,0.0,114.3445416148242,0.04304403432676054,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0831477075,0.0831477075,0.166295415,,0.033787174,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,782-784 CLEMENTINA ST,94103.0,3729-055,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,0.0,67.88080312022865,0.04304431702757272,Flats & Duplex,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0162371,0.0162371,0.0324742,,0.011114135,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,239 09TH ST,94103.0,3729-060,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,0.0,114.3445428675607,0.04272437284540661,Vacant Lot Residential,Yes,,Available,Not Used in Prior Housing Element,0.0,0.086909323,0.086909323,0.173818646,,0.035579941,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,219 09TH ST,94103.0,3729-080,,REGIONAL COMMERCIAL,RCD,0.0,130.6794760881039,0.04604411079401387,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.094658358,0.094658358,0.189316716,,0.031463533,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,1239 HOWARD ST,94103.0,3729-087,,WSOMA MIXED USE-GENERAL,WMUG,0.0,130.6794792846741,0.04920369523743855,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.101204189,0.101204189,0.202408378,,0.031479177,NCT Named,,,RHNA4,2007-2014,0,1
San Francisco,224 07TH ST,94103.0,3730-003,,WSOMA MIXED USE-GENERAL,WMUG,0.0,163.3493444914277,0.04683141603796112,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1369984505,0.1369984505,0.273996901,,0.035817145,RED,,,RHNA4,2007-2014,0,1
San Francisco,240-250 07TH ST,94103.0,3730-006,,WSOMA MIXED USE-GENERAL,WMUG,0.0,202.553188963442,0.1769944951931008,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.553952087,0.553952087,1.107904174,,0.030903193,RED,,,RHNA4,2007-2014,0,1
San Francisco,1122 FOLSOM ST,94103.0,3730-014,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,202.5531920951128,0.09182823917274738,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.3556040505,0.3556040505,0.711208101,,0.038236783,RED,,,RHNA4,2007-2014,0,1
San Francisco,1158 FOLSOM ST,94103.0,3730-019,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,202.5531885391251,0.08712200015667414,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.339157659,0.339157659,0.678315318,,0.038438347,RED,,,RHNA4,2007-2014,0,1
San Francisco,1180 FOLSOM ST,94103.0,3730-025,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,202.553190699103,0.092388550541102,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.4273716575,0.4273716575,0.854743315,,0.045674991,RED,,,RHNA4,2007-2014,0,1
San Francisco,201 08TH ST,94103.0,3730-038,,WSOMA MIXED USE-GENERAL,WMUG,0.0,162.0425492809294,0.4211901048529896,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,1.0425180515,1.0425180515,2.085036103,,0.030549658,RED,,,RHNA4,2007-2014,0,1
San Francisco,1117 HOWARD ST,94103.0,3730-118,,WSOMA MIXED USE-GENERAL,WMUG,0.0,114.6466660574271,0.06237208701253703,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0403501945,0.0403501945,0.080700389,,0.011285581,RED,,,RHNA4,2007-2014,0,1
San Francisco,81 LANGTON ST,94103.0,3730-142,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-FOLSOM,0.0,197.3675299615576,0.1928393286917851,Condominium Economic Unit,Yes,,Available,Not Used in Prior Housing Element,0.0,0.159717476,0.159717476,0.319434952,,0.008392882,RED,,,RHNA4,2007-2014,0,1
San Francisco,1060 FOLSOM ST,94103.0,3731-023,,NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-SOMA,0.0,163.3493467305531,0.04591392638124452,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1928099015,0.1928099015,0.385619803,,0.051415906,SoMa NCT,,,RHNA4,2007-2014,0,1
San Francisco,225 07TH ST,94103.0,3731-040,,MIXED USE-GENERAL,MUG,0.0,202.553190663945,0.09549508070100776,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.355581993,0.355581993,0.711163986,,0.036766278,RED,,,RHNA4,2007-2014,0,1
San Francisco,948-950 FOLSOM ST,94103.0,3732-023,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744699507756,0.1830748375232987,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.841897214,0.841897214,1.683794428,,0.03243346,MUR,,,RHNA4,2007-2014,0,1
San Francisco,960 FOLSOM ST,94103.0,3732-025,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744707358842,0.1343432788866464,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.330585082,0.330585082,0.661170164,,0.017355222,MUR,,,RHNA4,2007-2014,0,1
San Francisco,970 FOLSOM ST,94103.0,3732-026,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744649459845,0.0853111161888564,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.52649067,0.52649067,1.05298134,,0.043525917,MUR,,,RHNA4,2007-2014,0,1
San Francisco,944 FOLSOM ST,94103.0,3732-045,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744677703795,0.1403026435583875,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.623925864,0.623925864,1.247851728,,0.031363896,MUR,,,RHNA4,2007-2014,0,1
San Francisco,927 HOWARD ST,94103.0,3732-103,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744648440801,0.1355106095192151,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.6182242755,0.6182242755,1.236448551,,0.032176265,MUR,,,RHNA4,2007-2014,0,1
San Francisco,440 TEHAMA ST,94103.0,3732-107,,MIXED USE-RESIDENTIAL,MUR,0.0,114.3445441042975,0.04835264932062922,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.115916015,0.115916015,0.23183203,,0.041931241,MUR,,,RHNA4,2007-2014,0,1
San Francisco,951 HOWARD ST,94103.0,3732-110,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744619728725,0.2250085376725401,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.9705329935,0.9705329935,1.941065987,,0.030421049,MUR,,,RHNA4,2007-2014,0,1
San Francisco,965 HOWARD ST,94103.0,3732-112,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744661889256,0.112552366026016,Office - Low Class C,Yes,,Available,Not Used in Prior Housing Element,0.0,0.5312471525,0.5312471525,1.062494305,,0.033289315,MUR,,,RHNA4,2007-2014,0,1
San Francisco,937 HOWARD ST,94103.0,3732-139,,MIXED USE-RESIDENTIAL,MUR,0.0,218.7193260371064,0.04625693744927645,Flats & Duplex,Yes,,Available,Not Used in Prior Housing Element,0.0,0.069897204,0.069897204,0.139794408,,0.013817382,MUR,,,RHNA4,2007-2014,0,1
San Francisco,812-816 FOLSOM ST,94103.0,3733-014,,CENTRAL SOMA-MIXED USE OFFICE,CMUO,0.0,668.425529674244,0.1836554367250395,Vacant Lot Comm and Ind,Yes,,Available,Not Used in Prior Housing Element,0.0,2.2917248475,2.2917248475,4.583449695,,0.037336676,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,858 FOLSOM ST,94103.0,3733-021,,MIXED USE-RESIDENTIAL,MUR,0.0,228.6890865757703,0.04208855221890215,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1785552195,0.1785552195,0.357110439,,0.037101641,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,868 FOLSOM ST,94103.0,3733-024,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744718571092,0.3252697207352824,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.914258337,0.914258337,1.828516674,,0.019823857,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,880-882 FOLSOM ST,94103.0,3733-025,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744681825764,0.09182749764433515,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,0.4167429835,0.4167429835,0.833485967,,0.032007991,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,884-888 FOLSOM ST,94103.0,3733-026,,MIXED USE-RESIDENTIAL,MUR,0.0,283.5744688295398,0.2315073324482345,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.0,1.173055316,1.173055316,2.346110632,,0.035736878,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,894 FOLSOM ST,94103.0,3733-028,,MIXED USE-RESIDENTIAL,MUR,0.0,444.0924810135229,0.04591399230196824,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1595158135,0.1595158135,0.319031627,,0.01564643,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,299 05TH ST,94103.0,3733-029,,MIXED USE-RESIDENTIAL,MUR,0.0,444.0924766622641,0.09182797857178757,Apartment 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.246806452,0.246806452,0.493612904,,0.012104255,W SoMa MUG,,,RHNA4,2007-2014,0,1
San Francisco,855 HOWARD ST,94103.0,3733-080,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709206046945,0.0918275964849213,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.536102969,0.536102969,1.072205938,,0.043234174,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,839-841 HOWARD ST,94103.0,3733-083,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709180265812,0.09478746864256117,"Clubs,Lodges,Fraternal Organizations",Yes,,Available,Not Used in Prior Housing Element,0.0,0.3872496055,0.3872496055,0.774499211,,0.030254657,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,821 HOWARD ST,94103.0,3733-088,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709231099846,0.1692793990096368,Commercial/Mixed use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.42602977,0.42602977,0.85205954,,0.018637515,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,0 UNKNOWN ,94103.0,3733-096,,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",RC-4,0.0,78.40768389310206,0.01041675862050104,Vacant Lot Public Use,Yes,Yes,Available,Not Used in Prior Housing Element,0.0,0.0100280025,0.0100280025,0.020056005,,0.02455575,RC-4,,,RHNA4,2007-2014,0,1
San Francisco,360-368 CLEMENTINA ST,94103.0,3733-106,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709186200791,0.2438585355421168,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,1.0737895655,1.0737895655,2.147579131,,0.032608693,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,608 FOLSOM ST,94105.0,3735-009,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),0.0,270.0709154912877,0.1549602785505519,Industrial,Yes,,Available,Not Used in Prior Housing Element,0.75765572,0.0,0.0,0.75765572,,0.018103965,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,690 FOLSOM ST,94105.0,3735-015,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709178040814,0.3305794461625905,Office,Yes,,Available,Not Used in Prior Housing Element,2.829211734,0.0,0.0,2.829211734,,0.031689237,C-3-S,,,RHNA4,2007-2014,0,1
San Francisco,265 03RD ST,94105.0,3735-016,,DOWNTOWN SUPPORT,C-3-S,0.0,270.0709202537574,0.05509668987820911,Vacant Lot Comm and Ind,Yes,,Available,Not Used in Prior Housing Element,0.0,0.546836026,0.546836026,1.093672052,,0.073499398,C-3-S,,,RHNA4,2007-2014,0,1
