jurisdiction,address,zip5,apn_fmt,con_sites,ex_gp_des,ex_zoning,min_dens,max_dens,acres,ex_use_vac,infra,public,site_stat,id_last2,li,mod,amod,capacity,opt1,opt2,abag_general_plan,abag_zoning,abag_allowable_density,abag_rhna_cycle,abag_rhna_years,sf_used_in_previous_he,abag_used_in_previous_he
San Francisco,327-329 NORIEGA ST,94122.0,2047-045,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,17.42385206396879,0.05739259013039512,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.000894622,0.000894622,0.001789244,,0.001789244,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,1800-1802 19TH AVE,94122.0,2055-040C,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,54.44978441013539,0.04946308030459547,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.00972692,0.00972692,0.01945384,,0.007223173,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1345-1395 NORIEGA ST,94122.0,2057-049,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,67.5177307856198,0.1429352171398476,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1108608305,0.1108608305,0.221721661,,0.022974763,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1833 23RD AVE,94122.0,2060-006,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.28561412469986,0.06930707957991722,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030169315,0.0030169315,0.006033863,,0.002011288,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,1861 23RD AVE,94122.0,2060-013,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.28591033623024,0.06930662827443403,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003016934,0.003016934,0.006033868,,0.002011289,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,1879 23RD AVE,94122.0,2060-017,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,41.85404711641961,0.07167764427274215,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030035155,0.0030035155,0.006007031,,0.002002344,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,1800-1812 24TH AVE,94122.0,2060-043,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,54.44978211672097,0.07101021208417978,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.041680983,0.041680983,0.083361966,,0.021560111,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1729-1739 NORIEGA ST,94122.0,2061-047,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,67.51773094690901,0.1280992929350828,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0942951665,0.0942951665,0.188590333,,0.021804938,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1801 NORIEGA ST,94122.0,2062-031,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,67.5177294368027,0.2084816639271549,Vacant Lot Comm and Ind,Yes,,Available,Not Used in Prior Housing Element,0.0,0.195674403,0.195674403,0.391348806,,0.027802146,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1931-1933 NORIEGA ST,94122.0,2063-047A,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,54.44978189522634,0.0567227603732734,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.034802668,0.034802668,0.069605336,,0.022536633,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2325 NORIEGA ST,94122.0,2067-006,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,54.44978205086313,0.1131544210040516,Bank,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0673010765,0.0673010765,0.134602153,,0.021846624,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2339-2341 NORIEGA ST,94122.0,2067-050,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,54.44978289699032,0.05337506097890109,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0337943035,0.0337943035,0.067588607,,0.023256211,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1815 32ND AVE,94122.0,2069-010,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,67.51772988622675,0.3075131496889596,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.529595177,0.0,0.0,0.529595177,,0.025507183,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2515-2537 NORIEGA ST,94122.0,2069-011,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-NORIEGA,0.0,54.44978297507944,0.1229342889048561,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.075195902,0.075195902,0.150391804,,0.022467512,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,3725 NORIEGA ST,94122.0,2081-029,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,54.44978253998374,0.1102973520160559,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.06562236,0.06562236,0.13124472,,0.02185348,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,3917-3919 NORIEGA ST,94122.0,2083-034,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,54.44978185521097,0.05337514980907083,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.033683844,0.033683844,0.067367688,,0.023180158,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,1964-1966 GREAT HWY,94116.0,2086-007A,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,50.80226874057466,0.0393683171770642,Vacant Lot Residential,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0058511485,0.0058511485,0.011702297,,0.005851149,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,1901 34TH AVE,94116.0,2100-001,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,66.67725138866689,0.03191589202175176,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002243737,0.002243737,0.004487474,,0.002108712,C-2,,,RHNA4,2007-2014,0,1
San Francisco,1919 34TH AVE,94116.0,2100-002,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.17211172018959,0.06948930410084711,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030158655,0.0030158655,0.006031731,,0.002010577,CVR,,,RHNA4,2007-2014,0,1
San Francisco,1901 08TH AVE,94116.0,2126-001,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,48.63746094978524,0.06168084131938676,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030676195,0.0030676195,0.006135239,,0.00204508,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,1118 QUINTARA ST,94116.0,2140-014,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,69.65793922525955,0.04306758941513694,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003164944,0.003164944,0.006329888,,0.002109963,RM-4,,,RHNA4,2007-2014,0,1
San Francisco,2131 47TH AVE,94116.0,2170-008,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.36596998815511,0.0691786556083004,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003017686,0.003017686,0.006035372,,0.002011791,RM-3,,,RHNA4,2007-2014,0,1
San Francisco,3732 RIVERA ST,94116.0,2170-027,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.1023333559901,0.0575789951575191,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0031008885,0.0031008885,0.006201777,,0.002067259,RM-3,,,RHNA4,2007-2014,0,1
San Francisco,2101 17TH AVE,94116.0,2200-001,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,40.58161479265575,0.07392508917870046,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.00295603,0.00295603,0.00591206,,0.001970687,C-2,,,RHNA4,2007-2014,0,1
San Francisco,716 RIVERA ST,94116.0,2200-004,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,56.96504754554265,0.05266387248429044,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0031481895,0.0031481895,0.006296379,,0.002098793,RM-4,,,RHNA4,2007-2014,0,1
San Francisco,2192 FUNSTON AVE,94116.0,2205-035,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.55985846934777,0.0688707357793996,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030195085,0.0030195085,0.006039017,,0.002013006,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,648-650 TARAVAL ST,94116.0,2345A-026,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-INNER TARAVAL STREET,0.0,54.44977855268749,0.05968798935876734,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.01183345,0.01183345,0.0236669,,0.007282128,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,800 TARAVAL ST,94116.0,2347-009A,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-INNER TARAVAL STREET,0.0,54.44978170289965,0.06363472687327126,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0372089605,0.0372089605,0.074417921,,0.021477672,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,948-950 TARAVAL ST,94116.0,2348-023,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,67.51773026834807,0.08034895802466586,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0587560545,0.0587560545,0.117512109,,0.021661301,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2323 21ST AVE,94116.0,2350-003,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,14.57224250460548,0.0686236177914247,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0008397635,0.0008397635,0.001679527,,0.001679527,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,1108-1112 TARAVAL ST,94116.0,2350-018,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.4497835547409,0.05739242265737048,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0346300975,0.0346300975,0.069260195,,0.022163227,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,1116 TARAVAL ST,94116.0,2350-019,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978100297197,0.05739204949259077,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0351903195,0.0351903195,0.070380639,,0.022521916,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1122-1128 TARAVAL ST,94116.0,2350-020,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,67.51773025697263,0.1147850356677228,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0900150455,0.0900150455,0.180030091,,0.023229614,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1134-1136 TARAVAL ST,94116.0,2350-021,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978278682415,0.05739215651490784,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.035198355,0.035198355,0.07039671,,0.022527016,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1430-1434 TARAVAL ST,94116.0,2353-011,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,67.5177300452674,0.114784630015157,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.090770131,0.090770131,0.181540262,,0.023424557,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1712 TARAVAL ST,94116.0,2356-009,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978194413481,0.04304405678223024,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.026357173,0.026357173,0.052714346,,0.022491555,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2426 TARAVAL ST,94116.0,2363-018,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,37.02586913150043,0.05739238768598413,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0079627965,0.0079627965,0.015925593,,0.007494386,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2508 TARAVAL ST,94116.0,2364-020,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978055636631,0.05739212910178731,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.011265891,0.011265891,0.022531782,,0.007210196,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2381 41ST AVE,94116.0,2370-047,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,67.71864507933185,0.03301315888247236,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0023572625,0.0023572625,0.004714525,,0.002108835,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,3432-3434 TARAVAL ST,94116.0,2373-023,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,54.44978206890704,0.05739200906086363,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0101458225,0.0101458225,0.020291645,,0.006493363,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,2410 GREAT HWY,94116.0,2378-042,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,38.24140946030757,0.06169650903362691,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0023326995,0.0023326995,0.004665399,,0.001977399,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,3733 TARAVAL ST,94116.0,2378-044A,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.6499083750606,0.05952428455547372,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0023412435,0.0023412435,0.004682487,,0.002089385,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,3721 TARAVAL ST,94116.0,2378-046,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.64714589602926,0.05951446659292724,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0023353105,0.0023353105,0.004670621,,0.002084587,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,3443 TARAVAL ST,94116.0,2381-044,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.02584316432925,0.05739228777734696,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002219794,0.002219794,0.004439588,,0.00208922,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,3437 TARAVAL ST,94116.0,2381-045,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.02589689966292,0.05739247595926972,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0022198045,0.0022198045,0.004439609,,0.00208922,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,2821 TARAVAL ST,94116.0,2387-038,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.02584268630121,0.05739227559092856,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0022197935,0.0022197935,0.004439587,,0.00208922,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,2237-2241 TARAVAL ST,94116.0,2393-042,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,19.60204367652128,0.057392535395806,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0038979195,0.0038979195,0.007795839,,0.006929567,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2115-2117 TARAVAL ST,94116.0,2394-046,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978223789472,0.05739252927958002,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0363433325,0.0363433325,0.072686665,,0.023259653,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2908 ULLOA ST,94116.0,2395-041,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27175533988211,0.05739238126753412,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0029297465,0.0029297465,0.005859493,,0.001953164,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,2414-2416 30TH AVE,94116.0,2396-036,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,32.54278665068562,0.04564751669864756,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.005564033,0.005564033,0.011128066,,0.007491138,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1813-1817 TARAVAL ST,94116.0,2397-041,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,31.44294683748921,0.04346534399156721,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.004667723,0.004667723,0.009335446,,0.006830755,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1709-1711 TARAVAL ST,94116.0,2398-045,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978157656954,0.05509680221815948,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.03425153,0.03425153,0.06850306,,0.022834286,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1501 TARAVAL ST,94116.0,2400-001,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978266205184,0.07549644967526467,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0446754435,0.0446754435,0.089350887,,0.021735828,C-3-O,,,RHNA4,2007-2014,0,1
San Francisco,2463 24TH AVE,94116.0,2401-011,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.45532724672485,0.0690364034318693,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003018526,0.003018526,0.006037052,,0.002012351,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,1415-1419 TARAVAL ST,94116.0,2401-042,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978264270747,0.05739252655699887,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0345602375,0.0345602375,0.069120475,,0.022118477,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1327 TARAVAL ST,94116.0,2402-030,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,54.44978336569102,0.05739254445097908,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0352541185,0.0352541185,0.070508237,,0.022562552,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,1131-1155 TARAVAL ST,94116.0,2404-035,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-TARAVAL,0.0,67.5177296866814,0.09139639693439246,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.068902207,0.068902207,0.137804414,,0.022331414,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2451 19TH AVE,94116.0,2406-037,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,11.48745685020864,0.08705146953233929,Dwelling,Yes,,Pending Project,Not Used in Prior Housing Element,0.0,0.0,0.703703704,0.703703704,Pipeline,,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,3141-3155 VICENTE ST,94116.0,2454-047,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,67.5177299872355,0.2507133076776252,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.471531555,0.0,0.0,0.471531555,,0.027855794,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,2833 VICENTE ST,94116.0,2457-048,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,67.51773106191693,0.1363645875709538,Garages (Commercial),Yes,,Available,Not Used in Prior Housing Element,0.0,0.110839639,0.110839639,0.221679278,,0.024077182,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,2601 34TH AVE,94116.0,2462A-001,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,34.17123448445403,0.04931319885319038,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.006312486,0.006312486,0.012624972,,0.007492152,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,2233 VICENTE ST,94116.0,2463A-014,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,67.51772875274244,0.2910155626052823,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.548338274,0.0,0.0,0.548338274,,0.027907088,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,72 ESCONDIDO AVE,94132.0,2501A-012,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,34.15291389162518,0.08784023552191388,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0029323605,0.0029323605,0.005864721,,0.001954907,C-2,,,RHNA4,2007-2014,0,1
San Francisco,2810 34TH AVE,94132.0,2501A-017,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,29.0399085320397,0.1033060924815974,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002865154,0.002865154,0.005730308,,0.001910103,C-2,,,RHNA4,2007-2014,0,1
San Francisco,2744 34TH AVE,94116.0,2502A-021,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,27.13649129295354,0.1105522244855892,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002869,0.002869,0.005738,,0.001912667,C-2,,,RHNA4,2007-2014,0,1
San Francisco,2324 SLOAT BLVD,94116.0,2510-023,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,45.22315224773709,0.06633771298757911,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030351845,0.0030351845,0.006070369,,0.002023456,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,2700 42ND AVE,94116.0,2510-045,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,73.11812227398988,0.04017438410097068,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003098505,0.003098505,0.00619701,,0.002109638,RM-3,,,RHNA4,2007-2014,0,1
San Francisco,3037 WAWONA ST,94116.0,2510-046,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27145713325164,0.05739269889401263,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102522,0.003102522,0.006205044,,0.002068348,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,2650 SLOAT BLVD,94116.0,2513-004B,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978369404212,0.0233966446157636,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.013662498,0.013662498,0.027324996,,0.021449164,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2788 GREAT HWY,94116.0,2516-004,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,49.55059341740485,0.05565717514287806,Flats & Duplex,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0097396505,0.0097396505,0.019479301,,0.00706323,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,445 WAWONA ST,94132.0,2540-094,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,38.21043337959786,0.1046834502048796,Vacant Lot,Yes,,Available,Not Used in Prior Housing Element,0.0,0.007094868,0.007094868,0.014189736,,0.003547434,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,2719 15TH AVE,94132.0,2540-096,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,32.62668987362589,0.09194923349326,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0017148775,0.0017148775,0.003429755,,0.001143252,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,2727 15TH AVE,94132.0,2540-097,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,32.60524182332555,0.09200977214801657,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0017221685,0.0017221685,0.003444337,,0.001148112,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,2733 15TH AVE,94132.0,2540-098,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,32.58382932499975,0.09207018300173563,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0017218615,0.0017218615,0.003443723,,0.001147908,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,2741 15TH AVE,94132.0,2540-099,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,32.56290307994742,0.092129377796399,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0017261685,0.0017261685,0.003452337,,0.001150779,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,2751 15TH AVE,94132.0,2540-100,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,32.54141323252399,0.09219019183897546,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0017214025,0.0017214025,0.003442805,,0.001147602,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,2763 15TH AVE,94132.0,2540-101,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,34.96960345342332,0.08578876602473724,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0017214535,0.0017214535,0.003442907,,0.001147636,RH-1(D),,,RHNA4,2007-2014,0,1
San Francisco,110 ALPINE TER,94117.0,2609-003,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,17.92577943022754,0.05578557986235952,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.000897486,0.000897486,0.001794972,,0.001794972,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,116 ALPINE TER,94117.0,2609-004,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,17.36062421153629,0.05760161546123965,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.000894262,0.000894262,0.001788524,,0.001788524,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,260 CASTRO ST,94114.0,2614-003,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,0.0,24.2067577927857,0.08262155622493389,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.001971805,0.001971805,0.00394361,,0.001971805,RH-3,,,RHNA4,2007-2014,0,1
San Francisco,2519 15TH ST,94114.0,2614-069,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,17.21098173165882,0.05810243805909953,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.00089341,0.00089341,0.00178682,,0.00178682,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,24 LEVANT ST,94114.0,2618-004,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,18.92359082591178,0.05284409334356963,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.000903207,0.000903207,0.001806414,,0.001806414,RH-2,,,RHNA4,2007-2014,0,1
